date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2022-08-14,41.12083333333333,21.6125,202.25,13.158333333333333,17.291666666666668,45.041666666666664,0.7525,13.083333333333334,1.2520833333333334,71.0,47.75
2022-08-15,40.24166666666667,21.870833333333334,194.0,13.920833333333334,16.8625,36.25,0.7912499999999999,10.166666666666666,0.7645833333333334,70.5,46.708333333333336
2022-08-16,42.4125,23.858333333333334,185.625,12.508333333333333,14.370833333333332,33.625,0.6737500000000001,8.375,0.5625,74.95833333333333,55.041666666666664
2022-08-17,38.36666666666667,21.070833333333333,204.45833333333334,13.637500000000001,16.529166666666665,33.25,0.5058333333333334,8.958333333333334,1.375,69.625,44.833333333333336
2022-08-18,44.22083333333333,22.95,217.45833333333334,13.491666666666667,19.275000000000002,37.625,0.6316666666666667,17.625,1.5854166666666665,72.0,49.333333333333336
2022-08-19,37.295833333333334,20.170833333333334,218.45833333333334,14.191666666666668,18.599999999999998,34.875,0.5591666666666667,11.291666666666666,1.3770833333333332,70.20833333333333,46.083333333333336
2022-08-20,32.78333333333333,18.0625,228.75,14.670833333333334,22.020833333333332,40.083333333333336,0.58625,8.5,1.7291666666666667,64.875,38.083333333333336
2022-08-21,36.50833333333333,19.625,214.125,13.379166666666668,20.191666666666666,37.375,0.7254166666666667,10.416666666666666,1.35625,64.83333333333333,37.875
2022-08-22,38.0875,19.783333333333335,198.125,12.820833333333333,17.291666666666668,32.958333333333336,0.7295833333333334,13.5,1.0062499999999999,65.875,39.0
2022-08-23,43.23333333333333,22.008333333333336,222.33333333333334,14.054166666666667,20.3125,41.416666666666664,0.6791666666666667,18.541666666666668,1.4229166666666666,69.0,43.708333333333336
2022-08-24,40.324999999999996,21.46666666666667,248.83333333333334,16.066666666666666,23.045833333333334,41.375,0.5558333333333333,12.958333333333334,1.4270833333333333,71.33333333333333,48.25
2022-08-25,38.2875,20.9875,293.9583333333333,19.083333333333332,29.133333333333336,44.583333333333336,0.5195833333333334,10.875,1.8791666666666667,69.125,44.541666666666664
2022-08-26,41.0375,22.508333333333336,370.0,23.083333333333332,36.00833333333333,50.625,0.525,14.333333333333334,1.9479166666666667,69.375,46.416666666666664
2022-08-27,46.9,25.108333333333334,399.4583333333333,22.59583333333333,35.233333333333334,51.75,0.5554166666666667,20.416666666666668,2.025,77.91666666666667,59.25
2022-08-28,44.71666666666667,24.329166666666666,364.25,20.787499999999998,32.0,51.916666666666664,0.5620833333333334,18.375,1.8645833333333333,76.08333333333333,57.583333333333336
2022-08-29,44.979166666666664,25.320833333333336,407.4166666666667,23.65833333333333,40.42916666666667,48.75,0.5866666666666667,17.083333333333332,1.89375,77.54166666666667,59.583333333333336
2022-08-30,42.25,22.208333333333332,346.5,22.633333333333336,31.3625,42.125,0.65125,22.333333333333332,1.8083333333333333,74.66666666666667,54.291666666666664
